"id"	"ta_meaning"
"346"	"அநாதரிக்கப்பட வேண்டும்; கொன்கப்பட வேண்டும்; இங்கே அநாதரிக்கப்பட வேண்டும்"
"349"	"மூச்சுத்திணறுகோலாமல் பாவனைக்குழப்பத்தை அனுபவித்தல்; இங்கே குறையாக இழிவுபடுத்தப்படுதல்"
"351"	"கண்ணுகளுடன்; கண்ணுடைய"
"352"	"கண்"
"353"	"கிளை; செங்குத்து"
"354"	"தரிச் சட்டை; விளையாட்டு; பரிகாரம்; எறும்புகளோடு; கண்களைக் கொண்ட"
"357"	"மண்டலம், நெஞ்சுக்கோல், சினை, தோள்பட்டை"
"358"	"முடிந்த சக்கரம், முடிந்த அச்சு"
"359"	"இலக்கணம்; குறி; குறியாகக் கைக்கூடு"
"360"	"தவறான நேரம்; தவறான கணம்; தவறான சந்தர்ப்பம்"
"362"	"குறிக்கோள் சுடும், இலக்கு குத்தும்"
"367"	"முழுமை, பாதிக்கப்படாத, காயமடைந்ததாக இல்லாத"
"368"	"நீதியாளர்; நீதிமன்ற அதிகாரி; அட்டகாசமாக கண்களால் காண்கிறான்"
"369"	"அண்டியாகும்; சூதாட்டத்திற்கு அடிமையாகும்; நேராக, இலைவிட்ட (சூதாட்டம்)"
"371"	"அனுபவச்சாசியர்; விளையாட்டில் சதியங்கொள்ளுபவர்; உண்மையில் நரித் தெருவில் சதிப்புக்குச் சென்றவன்"
"372"	"பணக்காரர்கள், வணிச்சிவர்கள், மெட்டினவர்கள், எண்ணிக்கை வைத்தவர்கள், மேம்படுத்துபவர்கள்"
"373"	"ஜெயிக்கச் சென்ற விஜயி; குமிகாரி; பொறியாளர், நகைச்சுவை சிக்குண்டு, பகுப்பாய்வு."
"374"	"மடந்து, ஒகும்பு; கோபம்"
"375"	"உறுதி இன்றி, சகிக்காத, ஓரளவு உறுதியாக இருக்க முடியாத"
